Ordering,Tiff,Score,KP,LW,SJ,check
271,20200624mouse11_OD_L_2_0_0000146_Structure_0001 RR49.TIFF,0.5,0.5,1,0.5,x
272,20200624mouse3_OD_L_2_0_0000088_Structure_0001 rr35.TIFF,0.5,0.5,0.5,0.5,x
273,20200624mouse3_OD_L_2_0_0000138_Structure_0001 RR49.TIFF,0.5,0.5,0.5,0.5,x
274,20200624mouse5_OD_L_2_0_0000116_Structure_0001 RR28.TIFF,0.5,0.5,0.5,0.5,x
619,20190619mouse14_OD_L_2_0_0000156_Structure_0001 RR28.TIFF,0.5,0.5,0.5,0,0
276,20200624mouse8_OD_L_2_0_0000056_Structure_0001 RR14.TIFF,0.5,0.5,0.5,0,x
277,20200624mouse8_OD_L_2_0_0000076_Structure_0001 RR21.TIFF,0.5,0.5,0.5,0.5,x
278,20200624mouse8_OD_L_2_0_0000096_Structure_0001 RR28.TIFF,0.5,0.5,0.5,0.5,x
629,20190710mouse3_OD_L_2_0_0000026_Structure_0001 RR1.TIFF,0,2,2,2,0
280,20200624mouse9_OD_L_2_0_0000026_Structure_0001 rr7.TIFF,0.5,0.5,0.5,0.5,x
281,20200624mouse9_OD_L_2_0_0000040_Structure_0001 RR14.TIFF,0.5,0.5,0.5,0.5,x
282,20200624mouse9_OD_L_2_0_0000060_Structure_0001 RR21.TIFF,0.5,0.5,0.5,0.5,x
283,20200624mouse9_OD_L_2_0_0000080_Structure_0001 RR28.TIFF,0.5,0.5,0.5,0.5,x
284,20200624mouse9_OD_L_2_0_0000120_Structure_0001 RR42.TIFF,0.5,0.5,0.5,0.5,x
285,20200710mouse10_OD_L_2_0_0000036_Structure_0001 RR7.TIFF,0.5,0.5,0.5,1,x
286,20200710mouse3_OD_L_2_0_0000028_Structure_0001 RR7.TIFF,0.5,0.5,0.5,0.5,x
287,20200710mouse5_OD_L_2_0_0000026_Structure_0001 RR7.TIFF,0.5,0.5,0.5,0.5,x
288,20200729mouse4_OD_L_2_0_0000076_Structure_0001 RR4.TIFF,0.5,0.5,0.5,0.5,x
635,20190806mouse1_OD_L_2_0_0000126_Structure_0001 RR14.TIFF,0.5,0.5,0.5,0,0
290,20190925mouse12_OD_L_2_0_0000036_Structure_0001 RR55.TIFF,NA,NA,NA,NA,x
291,20190925mouse13_OD_L_2_0_0000026_Structure_0001RR 55.TIFF,1,1,1,1,x
292,20190925mouse7_OD_L_2_0_0000026_Structure_0001 rr35.TIFF,1,1,1,1,x
293,20200207mouse4_OD_L_2_0_0000036_Structure_0001 rr28.TIFF,NA,NA,NA,NA,x
294,20200207mouse5_OD_L_2_0_0000022_Structure_0001 rr28.TIFF,1,1,1,1,x
295,20200220mouse3_OD_L_2_0_0000012_Structure_0001 rr1.TIFF,1,1,1,0.5,x
296,20200220mouse9_OD_L_2_0_0000006_Structure_0001 rr1.TIFF,1,2,1,1,x
643,20190806mouse2_OD_L_2_0_0000196_Structure_0001 RR42.TIFF,0.5,0,0.5,0.5,0
644,20190806mouse2_OD_L_2_0_0000206_Structure_0001 RR49.TIFF,0.5,0.5,0.5,0.5,0
651,20190806mouse3_OD_L_2_0_0000126_Structure_0001RR21.TIFF,0.5,0,0,0.5,x
300,20200225mouse1_OD_L_2_0_0000046_Structure_0001 rr 1.TIFF,1,1,1,1,x
301,20200225mouse3_OD_L_2_0_0000066_Structure_0001 rr 2.TIFF,1,1,1,1,x
302,20200225mouse4_OD_L_2_0_0000066_Structure_0001 rr 2.TIFF,1,1,1,1,x
659,20190806mouse4_OD_L_2_0_0000136_Structure_0001 RR21.TIFF,0,2,3,3,0
304,20200225mouse5_OD_L_2_0_0000072_Structure_0001 rr 2.TIFF,1,0.5,1,1,x
305,20200225mouse7_OD_L_2_0_0000026_Structure_0001 rr 10h.TIFF,1,1,1,1,x
672,20190806mouse6_OD_L_2_0_0000220_Structure_0001 RR42.TIFF,0.5,0,0,0,x
307,20200225mouse9_OD_L_2_0_0000072_Structure_0001 rr 2.TIFF,1,1,1,1,x
673,20190806mouse6_OD_L_2_0_0000230_Structure_0001 RR49.TIFF,0.5,0,0,0,x
309,20200226mouse13_OD_L_2_0_0000026_Structure_0001 rr 10h.TIFF,1,1,1,1,x
310,20200226mouse13_OD_L_2_0_0000046_Structure_0001 rr 1.TIFF,1,1,0.5,1,x
311,20200421mouse10_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,1,1,1,0.5,x
787,20190404mouse2F_OD_L_2_0_0000116_Structure_0001 RR28.TIFF,0,2,2,2,0
802,20190402mouse4_OD_L_2_0_0000016_Structure_0001 rr 1.TIFF,0,2,2,2,0
314,20200421mouse11_OD_L_2_0_0000066_Structure_0001 rr28.TIFF,1,1,2,1,x
315,20200421mouse11_OD_L_2_0_0000096_Structure_0001 RR35.TIFF,1,1,1,1,x
316,20200421mouse11_OD_L_2_0_0000106_Structure_0001 RR42.TIFF,1,1,2,1,x
317,20200421mouse11_OD_L_2_0_0000132_Structure_0001 RR49.TIFF,1,1,2,1,x
318,20200421mouse11_OD_L_2_0_0000162_Structure_0001 RR54.TIFF,1,0.5,1,1,x
319,20200421mouse12_OD_L_2_0_0000076_Structure_0001 rr28.TIFF,1,1,2,1,x
320,20200421mouse12_OD_L_2_0_0000086_Structure_0001 RR35.TIFF,1,1,1,1,x
321,20200421mouse12_OD_L_2_0_0000116_Structure_0001 RR42.TIFF,1,1,1,1,x
322,20200421mouse18_OD_L_2_0_0000026_Structure_0001 RR14.TIFF,1,1,1,1,x
323,20200421mouse18_OD_L_2_0_0000056_Structure_0001 RR21.TIFF,1,1,1,0.5,x
324,20200421mouse19_OD_L_2_0_0000036_Structure_0001 RR14.TIFF,1,1,1,0.5,x
325,20200421mouse19_OD_L_2_0_0000046_Structure_0001 RR21.TIFF,1,1,1,0.5,x
326,20200421mouse19_OD_L_2_0_0000066_Structure_0001 rr28.TIFF,1,1,1,0.5,x
21,20190925mouse9_OD_L_2_0_0000026_Structure_0001 rr35.TIFF,0,0,0,0.5,0.5
328,20200421mouse21_OD_L_2_0_0000036_Structure_0001 RR14.TIFF,1,1,1,1,x
329,20200421mouse9_OD_L_2_0_0000006_Structure_0001 RR1.TIFF,1,1,1,0.5,x
153,20200521mouse2_OS_L_2_0_0000007_Structure_0001 LR0.TIFF,0,0,0,0,0.5
225,20200421mouse17_OD_L_2_0_0000036_Structure_0001 RR14.TIFF,0.5,0.5,0.5,1,x
298,20200221mouse4_OD_L_2_0_0000016_Structure_0001 rr28.TIFF,1,1,1,0.5,0.5
299,20200221mouse5_OD_L_2_0_0000036_Structure_0001 rr28.TIFF,1,1,1,0.5,0.5
334,20200507mouse7_OD_L_2_0_0000026_Structure_0001 rr 24h.TIFF,1,1,1,1,x
306,20200225mouse9_OD_L_2_0_0000046_Structure_0001 rr 1.TIFF,1,1,1,1,0.5
336,20200512mouse10_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,1,1,1,2,x
312,20200421mouse10_OD_L_2_0_0000026_Structure_0001 RR14.TIFF,1,1,1,0.5,0.5
338,20200512mouse14_OD_L_2_0_0000066_Structure_0001 rr 24h.TIFF,1,1,1,1,x
339,20200512mouse5_OD_L_2_0_0000006_Structure_0001 RR1.TIFF,1,1,1,1,x
340,20200512mouse8_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,1,1,2,1,x
341,20200527mouse1_OD_L_2_0_0000006_Structure_0001 RR1.TIFF,1,1,1,1,x
342,20200527mouse1_OD_L_2_0_0000026_Structure_0001 RR7.TIFF,1,1,1,1,x
343,20200527mouse12_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,1,1,1,1,x
344,20200527mouse2_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,1,1,1,1,x
345,20200527mouse2_OD_L_2_0_0000032_Structure_0001 RR7.TIFF,1,1,1,1,x
346,20200527mouse4_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,1,1,1,1,x
347,20200527mouse9_OD_L_2_0_0000036_Structure_0001 RR7.TIFF,1,1,2,1,x
348,20200604mouse1_OD_L_2_0_0000026_Structure_0001 rr 10h.TIFF,1,1,1,1,x
349,20200604mouse1_OD_L_2_0_0000046_Structure_0001 rr 1.TIFF,1,1,1,1,x
350,20200604mouse10_OD_L_2_0_0000056_Structure_0001 rr 1.TIFF,1,1,1,1,x
351,20200604mouse2_OD_L_2_0_0000060_Structure_0001 rr 1.TIFF,1,1,1,1,x
352,20200604mouse3_OD_L_2_0_0000026_Structure_0001 rr 10 hr.TIFF,1,1,1,1,x
353,20200604mouse3_OD_L_2_0_0000046_Structure_0001 rr 1.TIFF,1,1,1,1,x
354,20200604mouse5_OD_L_2_0_0000046_Structure_0001 rr 1.TIFF,1,1,1,1,x
355,20200604mouse6_OD_L_2_0_0000036_Structure_0001 rr 10hr.TIFF,1,1,1,1,x
356,20200624mouse1_OD_L_2_0_0000026_Structure_0001 rr7.TIFF,1,1,1,1,x
357,20200624mouse1_OD_L_2_0_0000046_Structure_0001 RR14.TIFF,1,1,1,1,x
358,20200624mouse1_OD_L_2_0_0000066_Structure_0001 RR21.TIFF,1,1,1,1,x
359,20200624mouse10_OD_L_2_0_0000070_Structure_0001 RR 21.TIFF,1,1,1,1,x
360,20200624mouse11_OD_L_2_0_0000026_Structure_0001 rr7.TIFF,1,1,1,1,x
361,20200624mouse11_OD_L_2_0_0000046_Structure_0001 RR14.TIFF,1,1,1,1,x
362,20200624mouse11_OD_L_2_0_0000086_Structure_0001 RR28.TIFF,1,1,1,1,x
363,20200624mouse11_OD_L_2_0_0000116_Structure_0001 rr35.TIFF,1,1,1,1,x
364,20200624mouse2_OD_L_2_0_0000056_Structure_0001 RR14.TIFF,1,1,1,1,x
365,20200624mouse2_OD_L_2_0_0000076_Structure_0001 RR21.TIFF,1,1,1,1,x
366,20200624mouse3_OD_L_2_0_0000026_Structure_0001 rr7.TIFF,1,1,1,1,x
367,20200624mouse3_OD_L_2_0_0000047_Structure_0001 RR14.TIFF,1,1,1,1,x
368,20200624mouse3_OD_L_2_0_0000068_Structure_0001 RR21.TIFF,1,0.5,1,1,x
313,20200421mouse10_OD_L_2_0_0000052_Structure_0001 RR21.TIFF,1,1,1,0.5,0.5
370,20200624mouse4_OD_L_2_0_0000056_Structure_0001 RR21.TIFF,1,1,1,1,x
371,20200624mouse4_OD_L_2_0_0000066_Structure_0001 RR28.TIFF,1,1,0.5,1,x
372,20200624mouse4_OD_L_2_0_0000096_Structure_0001 rr35.TIFF,1,1,1,1,x
373,20200624mouse4_OD_L_2_0_0000126_Structure_0001 RR49.TIFF,1,1,1,1,x
374,20200710mouse2_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,1,1,1,1,x
375,20200710mouse3_OD_L_2_0_0000007_Structure_0001 RR1.TIFF,1,1,1,1,x
376,20200710mouse4_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,1,1,2,1,x
377,20200710mouse5_OD_L_2_0_0000002_Structure_0001 RR1.TIFF,1,1,1,1,x
378,20200710mouse8_OD_L_2_0_0000036_Structure_0001 RR7.TIFF,1,1,2,1,x
331,20200507mouse3_OD_L_2_0_0000026_Structure_0001 rr 24h.TIFF,1,1,1,0.5,0.5
333,20200507mouse6_OD_L_2_0_0000060_Structure_0001 rr 2.TIFF,1,1,1,0,0.5
335,20200507mouse8_OD_L_2_0_0000036_Structure_0001 rr 24h.TIFF,1,1,1,0.5,0.5
382,20190925mouse1_OD_L_2_0_0000026_Structure_0001 rr35.TIFF,2,2,2,2,x
337,20200512mouse11_OD_L_2_0_0000076_Structure_0001 rr 24h.TIFF,1,1,1,0.5,0.5
369,20200624mouse3_OD_L_2_0_0000118_Structure_0001 RR42.TIFF,1,0.5,1,1,0.5
379,20200729mouse8_OD_L_2_0_0000066_Structure_0001 RR4.TIFF,1,1,1,0.5,0.5
386,20190925mouse15_OD_L_2_0_0000026_Structure_0001RR 55.TIFF,2,2,2,2,x
387,20190925mouse16_OD_L_2_0_0000016_Structure_0001 RR 28.TIFF,NA,NA,NA,NA,x
381,20190920mouse4_OD_L_2_0_0000016_Structure_0001RR 1.TIFF,2,2,2,0,0.5
389,20190925mouse19_OD_L_2_0_0000026_Structure_0001 RR 28.TIFF,2,2,4,2,x
383,20190925mouse10_OD_L_2_0_0000036_Structure_0001 rr35.TIFF,n/a,2,2,1,0.5
390,20190925mouse5_OD_L_2_0_0000016_Structure_0001 RR2.TIFF,2,1,2,2,0.5
392,20200207mouse1_OD_L_2_0_0000036_Structure_0001 RR28.TIFF,NA,2,NA,NA,x
450,20190925mouse14_OD_L_4_90_0000026_Structure_0001RR 55.TIFF,,3,3,3,0.5
394,20200207mouse8_OD_L_2_0_0000026_Structure_0001 28rr.TIFF,2,3,2,2,x
395,20200207mouse9_OD_L_2_0_0000026_Structure_0001 28rr.TIFF,2,2,2,2,x
396,20200220mouse5_OD_L_2_0_0000018_Structure_0001 rr1.TIFF,2,3,2,2,x
611,20190619mouse13_OD_L_2_0_0000126_Structure_0001 RR21.TIFF,1,0.5,1,1,0.5
631,20190806mouse1_OD_L_2_0_0000046_Structure_0001 RR2.TIFF,1,1,1,0,0.5
634,20190806mouse1_OD_L_2_0_0000106_Structure_0001 RR7.TIFF,1,1,1,1,0.5
400,20200226mouse12_OD_L_2_0_0000074_Structure_0001 rr 2.TIFF,NA,2,NA,NA,x
401,20200226mouse15_OD_L_2_0_0000072_Structure_0001 rr 2.TIFF,2,2,2,3,x
646,20190806mouse3_OD_L_2_0_0000006_Structure_0001 RR1.TIFF,1,0.5,1,1,0.5
704,20190821mouse4_OD_L_2_0_0000006_Structure_0001 RR1.TIFF,1,1,1,0.5,0.5
404,20200226mouse6_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,2,2,3,2,x
405,20200226mouse7_OD_L_2_0_0000036_Structure_0001 rr28.TIFF,NA,2,NA,NA,x
406,20200226mouse8_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,2,2,2,2,x
407,20200226mouse9_OD_L_2_0_0000006_Structure_0001 rr1.TIFF,2,2,2,1,x
408,20200421mouse11_OD_L_2_0_0000046_Structure_0001 RR21.TIFF,2,2,2,1,x
409,20200421mouse12_OD_L_2_0_0000026_Structure_0001 RR14.TIFF,2,2,3,2,x
410,20200421mouse12_OD_L_2_0_0000056_Structure_0001 RR21.TIFF,2,2,2,1,x
707,20190821mouse7_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,1,1,1,0.5,0.5
412,20200421mouse20_OD_L_2_0_0000018_Structure_0001 RR1.TIFF,2,2,2,1,x
413,20200421mouse22_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,2,2,2,2,x
414,20200421mouse7_OD_L_2_0_0000006_Structure_0001 RR1.TIFF,2,2,3,2,x
415,20200421mouse7_OD_L_2_0_0000036_Structure_0001 RR14.TIFF,2,2,2,1,x
174,20200624mouse5_OD_L_2_0_0000032_Structure_0001 rr7.TIFF,2,0,0,0,1
417,20200421mouse7_OD_L_2_0_0000066_Structure_0001 rr28.TIFF,2,2,2,2,x
418,20200421mouse8_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,2,2,2,2,x
419,20200421mouse8_OD_L_2_0_0000076_Structure_0001 rr28.TIFF,2,2,3,2,x
380,20190919mouse2_OD_L_2_0_0000016_Structure_0001 RR2.TIFF,2,2,2,2,1
385,20190925mouse15_OD_L_2_0_0000006_Structure_0001 RR 1.TIFF,2,2,2,3,1
391,20190925mouse7_OD_L_2_0_0000012_Structure_0001 RR2.TIFF,2,2,2,3,1
423,20200512mouse15_OD_L_2_0_0000046_Structure_0001 rr 10h.TIFF,2,2,2,2,x
399,20200225mouse7_OD_L_2_0_0000066_Structure_0001 rr 2.TIFF,2,2,2,1,1
425,20200512mouse17_OD_L_2_0_0000066_Structure_0001 rr 24h.TIFF,2,2,2,2,x
426,20200512mouse18_OD_L_2_0_0000076_Structure_0001 rr 24h.TIFF,2,2,3,2,x
402,20200226mouse16_OD_L_2_0_0000055_Structure_0001 rr 1 .TIFF,2,2,2,2,1
411,20200421mouse19_OD_L_2_0_0000006_Structure_0001 RR1.TIFF,2,2,2,1,1
429,20200527mouse3_OD_L_2_0_0000006_Structure_0001 RR1.TIFF,2,2,2,2,x
430,20200527mouse3_OD_L_2_0_0000022_Structure_0001 RR7.TIFF,2,2,2,1,x
416,20200421mouse7_OD_L_2_0_0000046_Structure_0001 RR21.TIFF,2,2,2,1,1
432,20200527mouse7_OD_L_2_0_0000036_Structure_0001 RR7.TIFF,2,2,2,2,x
433,20200624mouse10_OD_L_2_0_0000050_Structure_0001 RR14.TIFF,2,2,2,2,x
434,20200624mouse11_OD_L_2_0_0000066_Structure_0001 RR21.TIFF,2,2,2,2,x
420,20200421mouse8_OD_L_2_0_0000086_Structure_0001 RR35.TIFF,2,2,2,2,1
436,20200624mouse2_OD_L_2_0_0000036_Structure_0001 rr7.TIFF,2,2,1,2,x
422,20200512mouse13_OD_L_2_0_0000066_Structure_0001 rr24h.TIFF,2,2,2,1,1
424,20200512mouse15_OD_L_2_0_0000076_Structure_0001 rr 24h.TIFF,2,2,3,2,1
427,20200512mouse4_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,2,2,2,1,1
440,20200710mouse1_OD_L_2_0_0000026_Structure_0001 RR7.TIFF,2,2,3,2,x
441,20200710mouse2_OD_L_2_0_0000036_Structure_0001 RR7.TIFF,2,2,2,2,x
439,20200624mouse4_OD_L_2_0_0000106_Structure_0001 RR42.TIFF,2,2,2,1,1
443,20200710mouse7_OD_L_2_0_0000006_Structure_0001 RR1.TIFF,2,2,2,2,x
444,20200710mouse9_OD_L_2_0_0000006_Structure_0001 RR1.TIFF,2,2,2,2,x
442,20200710mouse6_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,2,2,2,1,1
446,20190920mouse5_OD_L_2_0_0000006_Structure_0001 RR 1.TIFF,3,3,3,3,x
447,20190925mouse10_OD_L_2_0_0000002_Structure_0001 RR2.TIFF,3,3,3,4,x
448,20190925mouse14_OD_L_2_0_0000016_Structure_0001 RR 1.TIFF,3,3,3,3,x
449,20190925mouse14_OD_L_2_0_0000036_Structure_0001RR 55.TIFF,3,3,3,3,x
548,20190424mouse1_OD_L_2_0_0000226_Structure_0001 RR56.TIFF,2,2,2,1,1
451,20190925mouse2_OD_L_2_0_0000032_Structure_0001 rr35.TIFF,3,2,3,3,x
452,20190925mouse4_OD_L_2_0_0000006_Structure_0001 RR2.TIFF,3,3,3,3,x
453,20200207mouse10_OD_L_2_0_0000026_Structure_0001 28rr.TIFF,3,3,3,3,x
454,20200220mouse1_OD_L_2_0_0000016_Structure_0001 rr1.TIFF,4,4,4,4,x
455,20200221mouse1_OD_L_2_0_0000016_Structure_0001 rr1.TIFF,3,3,4,3,x
456,20200221mouse5_OD_L_2_0_0000006_Structure_0001 rr1.TIFF,3,3,2,3,x
457,20200225mouse3_OD_L_2_0_0000036_Structure_0001 rr 10h.TIFF,3,3,3,3,x
458,20200225mouse7_OD_L_2_0_0000046_Structure_0001 rr 1.TIFF,3,3,4,3,x
459,20200226mouse11_OD_L_2_0_0000026_Structure_0001 rr 10h.TIFF,3,3,4,3,x
460,20200226mouse11_OD_L_2_0_0000072_Structure_0001 rr2.TIFF,NA,3,NA,NA,x
461,20200226mouse15_OD_L_2_0_0000026_Structure_0001 rr 10h.TIFF,3,3,4,3,x
462,20200226mouse15_OD_L_2_0_0000046_Structure_0001 rr 1.TIFF,3,3,3,2,x
554,20190514mouse12_OD_L_2_0_0000136_Structure_0001 RR14.TIFF,2,1,1,2,1
464,20200226mouse19_OD_L_2_0_0000022_Structure_0001 rr 10h.TIFF,NA,3,NA,NA,x
465,20200226mouse4_OD_L_2_0_0000026_Structure_0001 rr28.TIFF,NA,3,NA,NA,x
466,20200226mouse5_OD_L_2_0_0000026_Structure_0001 rr28.TIFF,3,3,3,3,x
467,20200303mouse1_OD_L_2_0_0000006_Structure_0001 rr1.TIFF,3,3,3,3,x
468,20200421mouse11_OD_L_2_0_0000006_Structure_0001 RR1.TIFF,3,3,4,3,x
469,20200421mouse11_OD_L_2_0_0000036_Structure_0001 RR14.TIFF,3,3,3,2,x
470,20200421mouse12_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,3,3,3,3,x
471,20200421mouse8_OD_L_2_0_0000026_Structure_0001 RR14.TIFF,3,3,3,2,x
472,20200421mouse8_OD_L_2_0_0000056_Structure_0001 RR21.TIFF,3,2,3,3,x
473,20200507mouse2_OD_L_2_0_0000046_Structure_0001 rr 2.TIFF,3,3,3,4,x
555,20190514mouse13_OD_L_2_0_0000086_Structure_0001 RR14.TIFF,2,2,2,2,1
475,20200507mouse7_OD_L_2_0_0000056_Structure_0001 rr 2.TIFF,3,3,4,3,x
476,20200512mouse1_OD_L_2_0_0000006_Structure_0001 RR1.TIFF,3,3,3,3,x
477,20200512mouse12_OD_L_2_0_0000096_Structure_0001 rr 2.TIFF,3,3,3,4,x
478,20200512mouse15_OD_L_2_0_0000086_Structure_0001 rr 2.TIFF,3,3,3,3,x
479,20200512mouse6_OD_L_2_0_0000006_Structure_0001 RR1.TIFF,3,3,3,2,x
480,20200527mouse6_OD_L_2_0_0000026_Structure_0001 RR7.TIFF,3,2,3,3,x
481,20200710mouse7_OD_L_2_0_0000026_Structure_0001 RR7.TIFF,3,3,3,3,x
482,20200729mouse1_OD_L_2_0_0000066_Structure_0001 RR4.TIFF,3,3,3,4,x
483,20200729mouse2_OD_L_2_0_0000076_Structure_0001 RR4.TIFF,3,3,3,3,x
484,20200729mouse3_OD_L_2_0_0000066_Structure_0001 RR4.TIFF,3,3,3,4,x
562,20190514mouse15_OD_L_2_0_0000226_Structure_0001 RR56.TIFF,2,2,2,2,1
486,20190920mouse2_OD_L_2_0_0000016_Structure_0001 RR 1.TIFF,4,4,4,4,x
487,20190920mouse3_OD_L_2_0_0000006_Structure_0001 RR 1.TIFF,4,4,4,4,x
488,20190925mouse1_OD_L_2_0_0000016_Structure_0001 RR2.TIFF,4,4,4,4,x
489,20190925mouse17_OD_L_2_0_0000006_Structure_0001 RR 1.TIFF,4,4,4,4,x
490,20190925mouse18_OD_L_2_0_0000036_Structure_0001 RR 28.TIFF,4,2,4,4,x
491,20190925mouse2_OD_L_2_0_0000006_Structure_0001 RR2.TIFF,4,4,4,4,x
492,20190925mouse3_OD_L_2_0_0000016_Structure_0001 RR2.TIFF,4,4,4,4,x
493,20190925mouse6_OD_L_2_0_0000006_Structure_0001RR2.TIFF,4,0,4,4,x
494,20190925mouse8_OD_L_2_0_0000006_Structure_0001 RR2.TIFF,4,4,4,4,x
495,20191003mouse1_OD_L_2_0_0000016_Structure_0001 rr 2.TIFF,4,4,4,4,x
496,20191003mouse1_OD_L_2_0_0000036_Structure_0001 rr35.TIFF,4,4,4,4,x
497,20191003mouse3_OD_L_2_0_0000016_Structure_0001 rr2.TIFF,4,4,4,4,x
498,20191003mouse3_OD_L_2_0_0000026_Structure_0001 rr35.TIFF,4,3,4,4,x
499,20191003mouse5_OD_L_2_0_0000022_Structure_0001 rr2.TIFF,4,4,4,4,x
500,20191003mouse6_OD_L_2_0_0000016_Structure_0001 rr2.TIFF,4,4,4,4,x
591,20190619mouse9_OD_L_2_0_0000026_Structure_0001 RR2.TIFF,2,2,2,2,1
502,20200207mouse7_OD_L_2_0_0000036_Structure_0001 28rr.TIFF,4,4,4,4,x
503,20200220mouse10_OD_L_2_0_0000016_Structure_0001 rr1.TIFF,4,4,4,4,x
504,20200220mouse2_OD_L_2_0_0000006_Structure_0001 rr1.TIFF,4,4,4,4,x
505,20200220mouse4_OD_L_2_0_0000006_Structure_0001 rr1.TIFF,4,4,3,4,x
506,20200220mouse6_OD_L_2_0_0000006_Structure_0001 rr1.TIFF,4,4,4,3,x
507,20200221mouse1_OD_L_2_0_0000036_Structure_0001 rr28.TIFF,4,4,4,4,x
508,20200221mouse2_OD_L_2_0_0000016_Structure_0001 rr1.TIFF,4,4,4,4,x
609,20190619mouse13_OD_L_2_0_0000056_Structure_0001 RR3.TIFF,2,2,2,2,1
510,20200221mouse3_OD_L_2_0_0000016_Structure_0001 rr1.TIFF,4,4,4,4,x
511,20200221mouse7_OD_L_2_0_0000006_Structure_0001 rr1.TIFF,4,4,4,4,x
512,20200221mouse9_OD_L_2_0_0000026_Structure_0001 rr28.TIFF,4,4,4,4,x
513,20200226mouse1_OD_L_2_0_0000016_Structure_0001 rr1.TIFF,4,4,4,3,x
514,20200226mouse11_OD_L_2_0_0000046_Structure_0001 rr 1.TIFF,4,4,4,4,x
515,20200226mouse12_OD_L_2_0_0000032_Structure_0001 rr 10h.TIFF,4,4,4,4,x
516,20200226mouse14_OD_L_2_0_0000046_Structure_0001 rr 1 .TIFF,4,4,4,4,x
517,20200226mouse14_OD_L_2_0_0000056_Structure_0001 rr2.TIFF,4,4,4,NA,x
623,20190626mouse7_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,2,2,1,2,1
519,20200226mouse17_OD_L_2_0_0000042_Structure_0001 rr 1.TIFF,4,4,4,4,x
520,20200226mouse3_OD_L_2_0_0000006_Structure_0001 rr1.TIFF,4,4,4,4,x
521,20200226mouse5_OD_L_2_0_0000006_Structure_0001 RR1.TIFF,4,4,4,4,x
522,20200226mouse7_OD_L_2_0_0000006_Structure_0001 RR1.TIFF,4,4,4,4,x
523,20200226mouse8_OD_L_2_0_0000036_Structure_0001 rr28.TIFF,4,4,4,4,x
524,20200226mouse9_OD_L_2_0_0000042_Structure_0001 rr28.TIFF,4,4,4,4,x
525,20200303mouse2_OD_L_2_0_0000032_Structure_0001 rr 1.TIFF,4,4,4,4,x
526,20200303mouse3_OD_L_2_0_0000046_Structure_0001 rr 1.TIFF,4,4,4,4,x
527,20200303mouse4_OD_L_2_0_0000076_Structure_0001 rr 1.TIFF,4,4,4,0.5,x
528,20200421mouse17_OD_L_2_0_0000006_Structure_0001 RR1.TIFF,4,4,4,4,x
529,20200421mouse18_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,4,4,4,3,x
530,20200421mouse21_OD_L_2_0_0000006_Structure_0001 RR1.TIFF,4,4,4,3,x
531,20200507mouse4_OD_L_2_0_0000036_Structure_0001 rr 24h.TIFF,4,4,4,4,x
532,20200512mouse11_OD_L_2_0_0000096_Structure_0001 rr 2.TIFF,4,4,4,4,x
626,20190626mouse10_OD_L_2_0_0000006_Structure_0001 RR2.TIFF,2,1,2,2,1
534,20200527mouse6_OD_L_2_0_0000012_Structure_0001 RR1.TIFF,4,4,4,4,x
535,20200527mouse9_OD_L_2_0_0000006_Structure_0001 RR1.TIFF,4,4,4,4,x
536,20200604mouse6_OD_L_2_0_0000056_Structure_0001 rr 1.TIFF,4,4,4,4,x
537,20200710mouse10_OD_L_2_0_0000016_Structure_0001 RR1.TIFF,4,3,4,4,x
538,20200710mouse6_OD_L_2_0_0000036_Structure_0001 RR7.TIFF,4,4,4,4,x
539,20200710mouse8_OD_L_2_0_0000012_Structure_0001 RR1.TIFF,4,4,4,4,x
540,20190423mouse3_OD_L_2_0_0000006_Structure_0001 rr1.TIFF,0.5,0.5,0.5,0,x
541,20190423mouse3_OD_L_2_0_0000048_Structure_0001 rr2.TIFF,0,0,0,0,x
542,20190423mouse5_OD_L_2_0_0000032_Structure_0001 RR2.TIFF,2,2,2,2,x
543,20190423mouse5_OD_L_2_0_0000006_Structure_0001 RR1.TIFF,1,1,2,1,x
544,20190424mouse1_OD_L_2_0_0000012_Structure_0001 RR1.TIFF,3,3,3,3,x
545,20190424mouse1_OD_L_2_0_0000026_Structure_0001 RR2.TIFF,4,4,3,4,x
546,20190424mouse1_OD_L_2_0_0000046_Structure_0001 RR3.TIFF,4,4,4,4,x
547,20190424mouse1_OD_L_2_0_0000066_Structure_0001 RR6.TIFF,2,2,2,2,x
