Ordering,Experiment Name,Day of Experiment,TIFF Name,Link to Image,KP score,LW score,KC score,XP score,# of Graders Scored,4/4 Graders Agree?,3/4 graders agree,2/4 graders agree,50/50 Split,T/F if na of 50/50 Split,Final Score,Mode
569,Alt Prime Rd. 2,28,20220706mouse1_OD_R_2_0_0000079_Structure_0003,https://drive.google.com/file/d/1rxz1nVjo7szJMZ_zud_8hcxGPL7ngE75/view?usp=sharing,0,0,0,,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
570,Alt Prime Rd. 2,28,20220706mouse1_OD_R_2_0_0000079_Structure_0004,https://drive.google.com/file/d/14XMlS5Mx8NqtFNbOr6tANtGJeih0pV4m/view?usp=drive_link,0.5,0.5,0,,3,FALSE,FALSE,TRUE,FALSE,FALSE,0.5,0.5
571,Alt Prime Rd. 2,28,20220706mouse1_OD_R_4_0_0000072_Structure_0001,https://drive.google.com/file/d/1Zcp9sDj2gq4Bdl6ut8N2IUb2Nxv3EzWQ/view?usp=sharing,0.5,0.5,0.5,,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
572,Alt Prime Rd. 2,28,20220706mouse1_OD_R_4_0_0000072_Structure_0002,https://drive.google.com/file/d/1VCIUTR-W4O9X3BNWtpvBMlRwy8x2sfRt/view?usp=drive_link,,0.5,0.5,0.5,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
573,Alt Prime Rd. 2,28,20220706mouse1_OD_R_4_0_0000072_Structure_0003,https://drive.google.com/file/d/1EyOl5uDo1CiGFbxsp_Uw3Fz9Xt-0OZ7V/view?usp=sharing,0.5,0.5,0.5,0.5,4,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
574,Alt Prime Rd. 2,28,20220706mouse1_OD_R_4_0_0000072_Structure_0004,https://drive.google.com/file/d/1Q4xsC_VuufpuaV4AtiYB_ik_yMau2wQy/view?usp=drive_link,,0.5,0.5,0.5,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
575,Alt Prime Rd. 2,28,20220706mouse2_OD_R_2_0_0000072_Structure_0001,https://drive.google.com/file/d/1ECS4B5Xu-pve0bQwcD4czUPkWvYfOSXT/view?usp=sharing,0.5,0,0,0,4,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
576,Alt Prime Rd. 2,28,20220706mouse2_OD_R_2_0_0000072_Structure_0002,https://drive.google.com/file/d/1GiRsbZggkO1OIRbznTBRnovypIBMhMGn/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
577,Alt Prime Rd. 2,28,20220706mouse2_OD_R_2_0_0000072_Structure_0003,https://drive.google.com/file/d/1AhdcTfGZ1nGcQaBN1BseEkVU_ndsS1ul/view?usp=sharing,100,0,0,0,4,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
578,Alt Prime Rd. 2,28,20220706mouse2_OD_R_2_0_0000072_Structure_0004,https://drive.google.com/file/d/1yLayJhbRF-Fq9qghW_16kfSfx3tRnBY9/view?usp=drive_link,,100,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
579,Alt Prime Rd. 2,28,20220706mouse2_OD_R_4_0_0000079_Structure_0001,https://drive.google.com/file/d/1zJin-fwVk6_YV36ZW98-urmubcsAEOft/view?usp=sharing,0,0,0.5,,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
580,Alt Prime Rd. 2,28,20220706mouse2_OD_R_4_0_0000079_Structure_0002,https://drive.google.com/file/d/1WU9UzFbEcd7m8SUXJia48UQ6YvcepeKR/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
581,Alt Prime Rd. 2,28,20220706mouse2_OD_R_4_0_0000079_Structure_0003,https://drive.google.com/file/d/1mz3qczNdl3t5zFJfv6roPerbkZPgEpv7/view?usp=sharing,0,0.5,0,,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
582,Alt Prime Rd. 2,28,20220706mouse2_OD_R_4_0_0000079_Structure_0004,https://drive.google.com/file/d/1f-6aX7HvQgQHqQldoLJBcvaYocOUXmco/view?usp=drive_link,,0.5,0.5,0.5,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
583,Alt Prime Rd. 2,28,20220706mouse3_OD_R_2_0_0000079_Structure_0001,https://drive.google.com/file/d/1t4eul6K5ZUzBtaErd_8stLyZEyYFch7V/view?usp=sharing,100,0,,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
584,Alt Prime Rd. 2,28,20220706mouse3_OD_R_2_0_0000079_Structure_0002,https://drive.google.com/file/d/1MRmIc_h7GqpCwAk6SvXnkUs-JPJAsZzM/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
585,Alt Prime Rd. 2,28,20220706mouse3_OD_R_2_0_0000079_Structure_0003,https://drive.google.com/file/d/1gsSzwhbWNt_EotyzpdIWtAd8SPKx8hzq/view?usp=sharing,0,0,0,0,4,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
586,Alt Prime Rd. 2,28,20220706mouse3_OD_R_2_0_0000079_Structure_0004,https://drive.google.com/file/d/1FJXb-7vj0HWYehMa6RNEbLXlzhTtnpmq/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
587,Alt Prime Rd. 2,28,20220706mouse3_OD_R_4_0_0000072_Structure_0001,https://drive.google.com/file/d/1qLnNnNrW6JxnMoquNpOiu1oiWuQSZS6K/view?usp=sharing,0.5,0.5,,0.5,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
588,Alt Prime Rd. 2,28,20220706mouse3_OD_R_4_0_0000072_Structure_0002,https://drive.google.com/file/d/19N168Z5uTDa0yUEYMUMNYd1Syi_QXoyB/view?usp=drive_link,1,1,0.5,,3,FALSE,FALSE,TRUE,FALSE,FALSE,1,1
589,Alt Prime Rd. 2,28,20220706mouse3_OD_R_4_0_0000072_Structure_0003,https://drive.google.com/file/d/1-TTOcKobqpTejFjhR2Gl2nlR67Rbna4P/view?usp=sharing,0.5,0.5,0.5,0.5,4,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
590,Alt Prime Rd. 2,28,20220706mouse3_OD_R_4_0_0000072_Structure_0004,https://drive.google.com/file/d/1RkaDWcdd9C6H0V3Kuur39xYNH9AQ4oJH/view?usp=drive_link,,0.5,0.5,0.5,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
591,Alt Prime Rd. 2,28,20220706mouse4_OD_R_2_0_0000073_Structure_0001,https://drive.google.com/file/d/1VTQiqsMyZmwm9VJts56RzqI2cuEV9L0u/view?usp=sharing,2,2,,2,3,FALSE,TRUE,TRUE,FALSE,FALSE,2,2
592,Alt Prime Rd. 2,28,20220706mouse4_OD_R_2_0_0000073_Structure_0002,https://drive.google.com/file/d/1vGZdrOcihVmtN74uIR3wbUDDpdyYCJ-I/view?usp=drive_link,,2,1,2,3,FALSE,FALSE,TRUE,FALSE,FALSE,2,2
593,Alt Prime Rd. 2,28,20220706mouse4_OD_R_2_0_0000073_Structure_0003,https://drive.google.com/file/d/1s77XjJNM8Ak-PSLWwXruSFm5bZ_VIpzL/view?usp=sharing,2,2,1,,3,FALSE,FALSE,TRUE,FALSE,FALSE,2,2
594,Alt Prime Rd. 2,28,20220706mouse4_OD_R_2_0_0000073_Structure_0004,https://drive.google.com/file/d/13DpJ5hSffhx3WCblF65rLkfpuJ7R-oon/view?usp=drive_link,2,2,1,,3,FALSE,FALSE,TRUE,FALSE,FALSE,2,2
595,Alt Prime Rd. 2,28,20220706mouse4_OD_R_4_0_0000080_Structure_0001,https://drive.google.com/file/d/1cqONJHrGyAm7KAC5a4KY--kReb0ZjryL/view?usp=sharing,0.5,0.5,0.5,0.5,4,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
596,Alt Prime Rd. 2,28,20220706mouse4_OD_R_4_0_0000080_Structure_0002,https://drive.google.com/file/d/1u7v4Ltk9mRIAr9CMGWTZPmx700kC5b0W/view?usp=drive_link,,0.5,0.5,0.5,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
597,Alt Prime Rd. 2,28,20220706mouse4_OD_R_4_0_0000080_Structure_0003,https://drive.google.com/file/d/1ucKaRpoEXCX5NX83f2MZsFXI9JANV3r5/view?usp=sharing,0.5,0.5,,0.5,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
598,Alt Prime Rd. 2,28,20220706mouse4_OD_R_4_0_0000080_Structure_0004,https://drive.google.com/file/d/1Pb33ghhu2_rDYsH-6O0G_bBnZkC3mxG7/view?usp=drive_link,,1,1,1,3,FALSE,TRUE,TRUE,FALSE,FALSE,1,1
599,Alt Prime Rd. 2,28,20220706mouse5_OD_R_2_0_0000080_Structure_0001,https://drive.google.com/file/d/1AloQwtDe7C5c16HFGKiBQLbMBdMQ2dxR/view?usp=sharing,100,0,100,0,4,FALSE,FALSE,TRUE,TRUE,TRUE,100,100
600,Alt Prime Rd. 2,28,20220706mouse5_OD_R_2_0_0000080_Structure_0002,https://drive.google.com/file/d/1iFe84_8UMOfSVbsdCDmAw_V9mRDP0sJ_/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
601,Alt Prime Rd. 2,28,20220706mouse5_OD_R_2_0_0000080_Structure_0003,https://drive.google.com/file/d/1FOg71lE7d4Rr3gUS4jv2-Uoo0ScZNgl3/view?usp=sharing,100,0,0,0,4,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
602,Alt Prime Rd. 2,28,20220706mouse5_OD_R_2_0_0000080_Structure_0004,https://drive.google.com/file/d/1tsZiKAbdlmEFU3BzdRH5WupBTuBLw4mn/view?usp=drive_link,,100,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
603,Alt Prime Rd. 2,28,20220706mouse5_OD_R_4_0_0000073_Structure_0001,https://drive.google.com/file/d/183M7zVv1su8xDt2m_Kr5LGpQo4SQufO-/view?usp=sharing,0.5,0,0,0,4,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
604,Alt Prime Rd. 2,28,20220706mouse5_OD_R_4_0_0000073_Structure_0002,https://drive.google.com/file/d/1Sf4tOBtJ5vpTQVgqPo7PB1oO_MrJ0m9U/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
605,Alt Prime Rd. 2,28,20220706mouse5_OD_R_4_0_0000073_Structure_0003,https://drive.google.com/file/d/1wKXViFwy0Nk495VrdPwvO05fFHfYxGDH/view?usp=sharing,0,0,,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
606,Alt Prime Rd. 2,28,20220706mouse5_OD_R_4_0_0000073_Structure_0004,https://drive.google.com/file/d/1Qo4rntvyAxhhEn6OyAxIxeYFYg_t-9bM/view?usp=drive_link,,2,0.5,2,3,FALSE,FALSE,TRUE,FALSE,FALSE,2,2
607,Alt Prime Rd. 2,28,20220706mouse8_OD_R_2_0_0000079_Structure_0001,https://drive.google.com/file/d/1xByF-iiW_H-3M7jtVY69nZwNeivR6UD6/view?usp=sharing,0.5,0.5,,0.5,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
608,Alt Prime Rd. 2,28,20220706mouse8_OD_R_2_0_0000079_Structure_0002,https://drive.google.com/file/d/1SfIDzDixlDsWjqcpmX7QGTsQ2NshlMal/view?usp=drive_link,,0.5,0,0.5,3,FALSE,FALSE,TRUE,FALSE,FALSE,0.5,0.5
609,Alt Prime Rd. 2,28,20220706mouse8_OD_R_2_0_0000079_Structure_0003,https://drive.google.com/file/d/1SMt9mZwI5gQ6ZqFBbGQDrIadwk373dP4/view?usp=sharing,0.5,0,,0.5,3,FALSE,FALSE,TRUE,FALSE,FALSE,0.5,0.5
610,Alt Prime Rd. 2,28,20220706mouse8_OD_R_2_0_0000079_Structure_0004,https://drive.google.com/file/d/11Dn-WQYZ4TdAD348fN0rhBh4FLezJBtK/view?usp=drive_link,0.5,0.5,0.5,,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
611,Alt Prime Rd. 2,28,20220706mouse8_OD_R_4_0_0000072_Structure_0001,https://drive.google.com/file/d/1kMVhSdY2Y9rjvmFKefBuOZ-szpujts3R/view?usp=sharing,0.5,0.5,0,0.5,4,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
612,Alt Prime Rd. 2,28,20220706mouse8_OD_R_4_0_0000072_Structure_0002,https://drive.google.com/file/d/1Ppemw5c091JtrrZLxsB-CPxI12MK0TO8/view?usp=drive_link,,1,2,1,3,FALSE,FALSE,TRUE,FALSE,FALSE,1,1
613,Alt Prime Rd. 2,28,20220706mouse8_OD_R_4_0_0000072_Structure_0003,https://drive.google.com/file/d/1DCDGLOg1K68cEuo2YeA4L-iY-6wWBvMx/view?usp=sharing,0.5,0.5,0.5,0.5,4,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
614,Alt Prime Rd. 2,28,20220706mouse8_OD_R_4_0_0000072_Structure_0004,https://drive.google.com/file/d/1mwPW55dQwOofnzZa4d1cuA-JmWE6QWLZ/view?usp=drive_link,,0.5,0.5,0.5,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
615,Alt Prime Rd. 2,28,20220706mouse9_OD_R_2_0_0000072_Structure_0001,https://drive.google.com/file/d/18-QmlsM4tMPkx1D29N1iwDAXYUYfhLT0/view?usp=sharing,100,0,0,0,4,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
616,Alt Prime Rd. 2,28,20220706mouse9_OD_R_2_0_0000072_Structure_0002,https://drive.google.com/file/d/1oKQeUkvGN_FDG9bzQQDlkO1tAnBk1pEo/view?usp=drive_link,,100,0.5,0.5,3,FALSE,FALSE,TRUE,FALSE,FALSE,0.5,0.5
617,Alt Prime Rd. 2,28,20220706mouse9_OD_R_2_0_0000072_Structure_0003,https://drive.google.com/file/d/1N5HHA3zhi2Y5725bsDc1nGC_f_103FCh/view?usp=sharing,0,0,,0.5,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
618,Alt Prime Rd. 2,28,20220706mouse9_OD_R_2_0_0000072_Structure_0004,https://drive.google.com/file/d/1J7YOpRJzkyLiomkMegawECwTLl4lA4j-/view?usp=drive_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
619,Alt Prime Rd. 2,28,20220706mouse9_OD_R_4_0_0000079_Structure_0001,https://drive.google.com/file/d/1k_Ja6FexnHSOfzwKd2ypRhGIhW4iDV-Z/view?usp=sharing,0.5,0.5,0.5,0.5,4,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
620,Alt Prime Rd. 2,28,20220706mouse9_OD_R_4_0_0000079_Structure_0002,https://drive.google.com/file/d/1pzsNmNAlqkD-rPh6c5Djkhr6pH-Ub7xc/view?usp=drive_link,,0.5,0.5,0.5,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
621,Alt Prime Rd. 2,28,20220706mouse9_OD_R_4_0_0000079_Structure_0003,https://drive.google.com/file/d/14jV2TQaMhAusXRJ_TUL4VHBdNkg0sJ6a/view?usp=sharing,0.5,0.5,0.5,0.5,4,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
622,Alt Prime Rd. 2,28,20220706mouse9_OD_R_4_0_0000079_Structure_0004,https://drive.google.com/file/d/1051qfkHCjiXKt4H_f2xUkTssfPl2p7qp/view?usp=drive_link,0.5,0.5,0.5,,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
623,PMU Round7,1,20220809mouse1_OD_L_2_0_0000016_Structure_0001,https://drive.google.com/file/d/1qnX49gp0OSqvSba3kdNQ9b93_2MpzMEp/view?usp=sharing,0,0,0,0,4,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
624,PMU Round7,1,20220809mouse1_OD_L_4_90_0000006_Structure_0001,https://drive.google.com/file/d/1plq8UgT5bXh2_qKiKu8tcw5vZQx-FLR4/view?usp=sharing,3,4,4,4,4,FALSE,TRUE,TRUE,FALSE,FALSE,4,4
625,PMU Round7,1,20220809mouse2_OD_L_2_0_0000006_Structure_0001,https://drive.google.com/file/d/1M8WfEah1HjFb5u8DrDob-4Y9T6zh2oI_/view?usp=sharing,1,2,2,2,4,FALSE,TRUE,TRUE,FALSE,FALSE,2,2
626,PMU Round7,1,20220809mouse2_OD_L_4_90_0000016_Structure_0001,https://drive.google.com/file/d/1owEDoq96AxUPu6qpehPPSwjxo7twykEF/view?usp=sharing,1,0.5,0.5,1,4,FALSE,FALSE,TRUE,TRUE,FALSE,1,1
627,PMU Round7,1,20220809mouse3_OD_L_2_0_0000016_Structure_0001,https://drive.google.com/file/d/1JPdcSNnWzWkv-iZE_3NjxJsYoRDeuu2g/view?usp=sharing,3,3,2,3,4,FALSE,TRUE,TRUE,FALSE,FALSE,3,3
628,PMU Round7,1,20220809mouse3_OD_L_4_90_0000006_Structure_0001,https://drive.google.com/file/d/1C2vQ9p2UaoYZXL12NAvt7S48OjmLhHZN/view?usp=sharing,3,2,2,3,4,FALSE,FALSE,TRUE,TRUE,FALSE,3,3
629,PMU Round7,1,20220809mouse4_OD_L_2_0_0000016_Structure_0001,https://drive.google.com/file/d/16PAA96bpVgE7fn5gtEHocvGJ6pGjeDAw/view?usp=sharing,100,0,100,,3,FALSE,FALSE,TRUE,FALSE,FALSE,100,100
630,PMU Round7,1,20220809mouse4_OD_L_4_90_0000006_Structure_0001,https://drive.google.com/file/d/1lXT1g9nUmb_zrfQ_Sd2NfTzmX0w6f_h1/view?usp=sharing,4,4,,4,3,FALSE,TRUE,TRUE,FALSE,FALSE,4,4
631,PMU Round7,1,20220809mouse5_OD_L_2_0_0000006_Structure_0001,https://drive.google.com/file/d/16G_pIeWeHOSAJk_0Udg35imrvZrRQ4Io/view?usp=sharing,4,3,3,3,4,FALSE,TRUE,TRUE,FALSE,FALSE,3,3
632,PMU Round7,1,20220809mouse5_OD_L_4_90_0000016_Structure_0001,https://drive.google.com/file/d/1b_sTDoNUzw2SzIz3WVQ3Oai9vDgPZyFy/view?usp=sharing,4,3,2,4,4,FALSE,FALSE,TRUE,FALSE,FALSE,4,4
633,PMU Round7,1,20220809mouse6_OD_L_2_0_0000016_Structure_0001,https://drive.google.com/file/d/148C3enisMAK7Hcv86qipZgO2MXvg8PgA/view?usp=sharing,3,2,3,3,4,FALSE,TRUE,TRUE,FALSE,FALSE,3,3
634,PMU Round7,1,20220809mouse6_OD_L_4_90_0000006_Structure_0001,https://drive.google.com/file/d/1KG88le3h4nWR_if4LYlGMjGyzs_cXCEr/view?usp=sharing,2,3,2,2,4,FALSE,TRUE,TRUE,FALSE,FALSE,2,2
635,PMU Round7,1,20220809mouse7_OS_L_2_0_0000016_Structure_0001,https://drive.google.com/file/d/1Tf7aeIAjV2BknJRnZm5-ov7cjwjb1XM6/view?usp=sharing,100,2,100,100,4,FALSE,TRUE,TRUE,FALSE,FALSE,100,100
636,PMU Round7,1,20220809mouse7_OS_L_4_90_0000006_Structure_0001,https://drive.google.com/file/d/1unGplfu8h0PijO2rP-Q1QIOmH55RcGRM/view?usp=sharing,4,3,3,3,4,FALSE,TRUE,TRUE,FALSE,FALSE,3,3
637,PMU Round7,1,20220809mouse8_OD_L_2_0_0000006_Structure_0001,https://drive.google.com/file/d/1qhs4j1GZ2NJoi2K5Dm89C1inEVcOQqoZ/view?usp=sharing,3,3,4,3,4,FALSE,TRUE,TRUE,FALSE,FALSE,3,3
638,PMU Round7,1,20220809mouse8_OD_L_4_90_0000016_Structure_0001,https://drive.google.com/file/d/1gePmrLXUS1v66ShsMbPVnpgk0G4xZpvI/view?usp=sharing,2,2,2,2,4,TRUE,TRUE,TRUE,FALSE,FALSE,2,2
639,PMU Round7,1,20220809mouse9_OD_L_2_0_0000016_Structure_0001,https://drive.google.com/file/d/1Oxbglt4t-M9uJS4eaju4HIS2YIlnNnVc/view?usp=sharing,3,3,3,3,4,TRUE,TRUE,TRUE,FALSE,FALSE,3,3
640,PMU Round7,1,20220809mouse9_OD_L_4_90_0000006_Structure_0001,https://drive.google.com/file/d/1zJ8OQuTRt0NU3mtm9CUODQYUhMF-Wzl2/view?usp=sharing,2,0.5,2,2,4,FALSE,TRUE,TRUE,FALSE,FALSE,2,2
641,PMU Round7,1,20220809mouse10_OD_L_2_0_0000006_Structure_0001,https://drive.google.com/file/d/19CjfCV6JToRb9yPvjfBCZZm9YIargcYd/view?usp=sharing,1,1,1,1,4,TRUE,TRUE,TRUE,FALSE,FALSE,1,1
642,PMU Round7,1,20220809mouse10_OD_L_4_90_0000016_Structure_0001,https://drive.google.com/file/d/1cIJbq8NEOO1k70JM6Wrz4Sfe3FJLGZD0/view?usp=sharing,0,0,0,0,4,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
643,PMU Round7,1,20220809mouse11_OD_L_2_0_0000016_Structure_0001,https://drive.google.com/file/d/1gCLCT6ldHnoSsZEL-fqPbE9KbT7ETlWm/view?usp=sharing,3,4,4,4,4,FALSE,TRUE,TRUE,FALSE,FALSE,4,4
644,PMU Round7,1,20220809mouse11_OD_L_4_90_0000006_Structure_0001,https://drive.google.com/file/d/1u0BfRKQFwE_U4JLk65F8dL_Y96TSGYr7/view?usp=sharing,4,3,2,3,4,FALSE,FALSE,TRUE,FALSE,FALSE,3,3
645,PMU Round7,1,20220809mouse12_OD_L_2_0_0000006_Structure_0001,https://drive.google.com/file/d/1JZCsleHLuVgDT8VAK3my4Y4z16GS16tv/view?usp=sharing,1,2,1,1,4,FALSE,TRUE,TRUE,FALSE,FALSE,1,1
646,PMU Round7,1,20220809mouse12_OD_L_4_90_0000016_Structure_0001,https://drive.google.com/file/d/1IAAUBmXDr4xa6993Q2mXGXGAp3voLqT4/view?usp=sharing,2,2,2,2,4,TRUE,TRUE,TRUE,FALSE,FALSE,2,2
647,PMU Round7,1,20220809mouse13_OD_L_2_0_0000016_Structure_0001,https://drive.google.com/file/d/1I7f2jrn1EP7mxsmiVU143-exa-0FIOrI/view?usp=sharing,2,1,1,1,4,FALSE,TRUE,TRUE,FALSE,FALSE,1,1
648,PMU Round7,1,20220809mouse13_OD_L_4_90_0000006_Structure_0001,https://drive.google.com/file/d/14R3mHfTAQPyj81sAZlos2yO7kxWcACFZ/view?usp=sharing,2,0.5,2,2,4,FALSE,TRUE,TRUE,FALSE,FALSE,2,2
649,PMU Round7,1,20220809mouse14_OD_L_2_0_0000006_Structure_0001,https://drive.google.com/file/d/1-W4Xw3WEstzHbt27JvjmvoNPNEvsCZFV/view?usp=sharing,3,3,3,3,4,TRUE,TRUE,TRUE,FALSE,FALSE,3,3
650,PMU Round7,1,20220809mouse14_OD_L_4_90_0000016_Structure_0001,https://drive.google.com/file/d/15l59vA2hif2_ZMgXMYdJjAN7_zSCZUuh/view?usp=sharing,3,2,2,2,4,FALSE,TRUE,TRUE,FALSE,FALSE,2,2
651,PMU Round7,2,20220809mouse1_OD_L_2_0_0000036_Structure_0001,https://drive.google.com/file/d/11WzJFgiI4pp53tx-lUZNnqfFkc3UcZU0/view?usp=sharing,0.5,1,100,1,4,FALSE,FALSE,TRUE,FALSE,FALSE,1,1
652,PMU Round7,2,20220809mouse1_OD_L_4_90_0000026_Structure_0001,https://drive.google.com/file/d/1zhmNvE4yCsfQUXW9XytH5a_Y84AW8eWs/view?usp=sharing,3,3,3,3,4,TRUE,TRUE,TRUE,FALSE,FALSE,3,3
653,PMU Round7,2,20220809mouse2_OD_L_2_0_0000026_Structure_0001,https://drive.google.com/file/d/1WjkUlHzhbRl2lSuAe0yptWAB1eWzIBbD/view?usp=sharing,1,2,1,1,4,FALSE,TRUE,TRUE,FALSE,FALSE,1,1
654,PMU Round7,2,20220809mouse2_OD_L_4_90_0000036_Structure_0001,https://drive.google.com/file/d/1fv_5CEQF6_M5NapEw3sQZvFqOjOqnvRo/view?usp=sharing,1,2,1,1,4,FALSE,TRUE,TRUE,FALSE,FALSE,1,1
655,PMU Round7,2,20220809mouse3_OD_L_2_0_0000036_Structure_0001,https://drive.google.com/file/d/1RCpjzqetUce-X3Mxoum1QRb7p3S0lZM8/view?usp=sharing,2,3,1,3,4,FALSE,FALSE,TRUE,FALSE,FALSE,3,3
656,PMU Round7,2,20220809mouse3_OD_L_4_90_0000026_Structure_0001,https://drive.google.com/file/d/1i5rjmrcRufRhoh9HHgRje51SJAuKG_Y-/view?usp=sharing,1,1,0.5,1,4,FALSE,TRUE,TRUE,FALSE,FALSE,1,1
657,PMU Round7,2,20220809mouse4_OD_L_2_0_0000026_Structure_0001,https://drive.google.com/file/d/1rzTMRsXecEGLgvveOAsnTfFqk40Irf25/view?usp=sharing,100,100,,100,3,FALSE,TRUE,TRUE,FALSE,FALSE,100,100
658,PMU Round7,2,20220809mouse4_OD_L_4_90_0000036_Structure_0001,https://drive.google.com/file/d/1GwaiFBVrqeRMadFQoS4eva7OkXCs7EnY/view?usp=sharing,4,3,3,,3,FALSE,FALSE,TRUE,FALSE,FALSE,3,3
659,PMU Round7,2,20220809mouse5_OD_L_2_0_0000036_Structure_0001,https://drive.google.com/file/d/1SpQXwFD43G1gVkvXkpjQnPhPzRgswhCq/view?usp=sharing,100,100,100,100,4,TRUE,TRUE,TRUE,FALSE,FALSE,100,100
660,PMU Round7,2,20220809mouse5_OD_L_4_90_0000026_Structure_0001,https://drive.google.com/file/d/1dgz0l6B6xdW-EDFpdIs0y5UCIP66kROv/view?usp=sharing,4,3,2,4,4,FALSE,FALSE,TRUE,FALSE,FALSE,4,4
661,PMU Round7,2,20220809mouse6_OD_L_2_0_0000036_Structure_0001,https://drive.google.com/file/d/1oDVkzpuXBrxJ-lKKD3WXBN3VlWLg0hbL/view?usp=sharing,2,2,2,2,4,TRUE,TRUE,TRUE,FALSE,FALSE,2,2
662,PMU Round7,2,20220809mouse6_OD_L_4_90_0000026_Structure_0001,https://drive.google.com/file/d/1QF4jkVQutPXIdBJFa_pkVZxHfrAWskvL/view?usp=sharing,2,2,2,2,4,TRUE,TRUE,TRUE,FALSE,FALSE,2,2
663,PMU Round7,2,20220809mouse7_OS_L_2_0_0000036_Structure_0001,https://drive.google.com/file/d/1FtRXgR5QXEMT_EpY6yDBrfiguMvAb5Bf/view?usp=sharing,100,100,100,100,4,TRUE,TRUE,TRUE,FALSE,FALSE,100,100
664,PMU Round7,2,20220809mouse7_OS_L_4_90_0000026_Structure_0001,https://drive.google.com/file/d/1ovu5f5sSPZii2YILMxRbNJFXqalch3Hz/view?usp=sharing,4,2,4,4,4,FALSE,TRUE,TRUE,FALSE,FALSE,4,4
665,PMU Round7,2,20220809mouse8_OD_L_2_0_0000026_Structure_0001,https://drive.google.com/file/d/1VEduB-Qgm4ZB2QhCyyX4usTvERrYf1Jm/view?usp=sharing,2,2,1,2,4,FALSE,TRUE,TRUE,FALSE,FALSE,2,2
666,PMU Round7,2,20220809mouse8_OD_L_4_90_0000036_Structure_0001,https://drive.google.com/file/d/1O8hHo4ZIR0-OlqcleQFLS2SXoOcgHovN/view?usp=sharing,0.5,0.5,0,0.5,4,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
667,PMU Round7,2,20220809mouse9_OD_L_2_0_0000036_Structure_0001,https://drive.google.com/file/d/14M13sjC0_ovmgMp35GRO_yGKRk3LqjYj/view?usp=sharing,2,1,2,2,4,FALSE,TRUE,TRUE,FALSE,FALSE,2,2
668,PMU Round7,2,20220809mouse9_OD_L_4_90_0000026_Structure_0001,https://drive.google.com/file/d/1mBWgDn_ef6KrVdlnKMcTnLJOXZeA_mqi/view?usp=sharing,1,2,1,2,4,FALSE,FALSE,TRUE,TRUE,FALSE,1,1
