Ordering,Experiment Name,Day of Experiment,TIFF Name,Link to Image,KP score,LW score,KC score,XP score,# of Graders Scored,4/4 Graders Agree?,3/4 graders agree,2/4 graders agree,50/50 Split,T/F if na of 50/50 Split,Final Score,Mode
1207,Day28 Cytokines R2,7,20220929mouse5_OD_R_2_0_0000016_Structure_0004,https://drive.google.com/file/d/1RY4O7Kk6gi8EbDhO10wp4WIwpnCIKtp6/view?usp=share_link,,0,0.5,0.5,3,FALSE,FALSE,TRUE,FALSE,FALSE,0.5,0.5
1208,Day28 Cytokines R2,7,20220929mouse5_OD_R_4_0_0000023_Structure_0001,https://drive.google.com/file/d/1DOjU_N0ZXkugMNBa15x41ZYl5ClqJOpI/view?usp=share_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1209,Day28 Cytokines R2,7,20220929mouse5_OD_R_4_0_0000023_Structure_0002,https://drive.google.com/file/d/1wMccomHwEf7CntgzzZo1d5eHwvodiX7U/view?usp=share_link,,0.5,0.5,0.5,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
1210,Day28 Cytokines R2,7,20220929mouse5_OD_R_4_0_0000023_Structure_0003,https://drive.google.com/file/d/13dm8am8cF_UCUemG4Dlj1vbuXqyt-c7P/view?usp=share_link,0,0.5,0,0.5,4,FALSE,FALSE,TRUE,TRUE,FALSE,0,0
1211,Day28 Cytokines R2,7,20220929mouse5_OD_R_4_0_0000023_Structure_0004,https://drive.google.com/file/d/1TJD14d5SPd2JWfdH5tL0fSfIyDhtFeQ0/view?usp=share_link,,0,0,0.5,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1212,Day28 Cytokines R2,7,20220929mouse6_OD_R_2_0_0000023_Structure_0001,https://drive.google.com/file/d/15UNHD9NwFqKLa8CM0m2dNhth4o7-_S3Z/view?usp=share_link,1,1,0.5,1,4,FALSE,TRUE,TRUE,FALSE,FALSE,1,1
1213,Day28 Cytokines R2,7,20220929mouse6_OD_R_2_0_0000023_Structure_0002,https://drive.google.com/file/d/1GmfzSH_vsWRCOigKWwudJzTnpslit6zD/view?usp=share_link,,1,0.5,0.5,3,FALSE,FALSE,TRUE,FALSE,FALSE,0.5,0.5
1214,Day28 Cytokines R2,7,20220929mouse6_OD_R_2_0_0000023_Structure_0003,https://drive.google.com/file/d/1qXF6lXrxt82hYh3EKHtXE4UsjjbnV_0f/view?usp=share_link,,1,1,1,3,FALSE,TRUE,TRUE,FALSE,FALSE,1,1
1215,Day28 Cytokines R2,7,20220929mouse6_OD_R_2_0_0000023_Structure_0004,https://drive.google.com/file/d/1UGIIbXwWGjcVpwDfqmRkpY2-DYDKkdU0/view?usp=share_link,,1,1,1,3,FALSE,TRUE,TRUE,FALSE,FALSE,1,1
1216,Day28 Cytokines R2,7,20220929mouse6_OD_R_4_0_0000016_Structure_0001,https://drive.google.com/file/d/1qqKjI0Xz1o31Sy10wDNknj7UXeYFnI-_/view?usp=share_link,,1,2,2,3,FALSE,FALSE,TRUE,FALSE,FALSE,2,2
1217,Day28 Cytokines R2,7,20220929mouse6_OD_R_4_0_0000016_Structure_0002,https://drive.google.com/file/d/1Np2atHw2SXVhwMbpyEdQ7y4z9tel0X52/view?usp=share_link,1,0.5,,0.5,3,FALSE,FALSE,TRUE,FALSE,FALSE,0.5,0.5
1218,Day28 Cytokines R2,7,20220929mouse6_OD_R_4_0_0000016_Structure_0003,https://drive.google.com/file/d/1VjaI8b3n_orueFotoIDtEq0qZjqL1I5m/view?usp=share_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1219,Day28 Cytokines R2,7,20220929mouse6_OD_R_4_0_0000016_Structure_0004,https://drive.google.com/file/d/12qCVpcMnTfRIXQWODiPQr-HBHKBiZbyu/view?usp=share_link,1,1,0,1,4,FALSE,TRUE,TRUE,FALSE,FALSE,1,1
1220,Day28 Cytokines R2,7,20220929mouse7_OD_R_2_0_0000016_Structure_0001,https://drive.google.com/file/d/1_Ri_YCr5poLiJ7HMwPvju6lzC2ntVaGU/view?usp=share_link,2,3,2,2,4,FALSE,TRUE,TRUE,FALSE,FALSE,2,2
1221,Day28 Cytokines R2,7,20220929mouse7_OD_R_2_0_0000016_Structure_0002,https://drive.google.com/file/d/1fTwGdlQ7e4cjPvXchqI5E7HvVOXovuXR/view?usp=share_link,,2,2,3,3,FALSE,FALSE,TRUE,FALSE,FALSE,2,2
1222,Day28 Cytokines R2,7,20220929mouse7_OD_R_2_0_0000016_Structure_0003,https://drive.google.com/file/d/1p8HtDolWP6RfaC-9f57WU1rhCzh8l-JY/view?usp=share_link,,4,3,4,3,FALSE,FALSE,TRUE,FALSE,FALSE,4,4
1223,Day28 Cytokines R2,7,20220929mouse7_OD_R_2_0_0000016_Structure_0004,https://drive.google.com/file/d/1tk5PQgF0Jg08SGsGWOCdLT7z5AVkrA83/view?usp=share_link,,4,3,4,3,FALSE,FALSE,TRUE,FALSE,FALSE,4,4
1224,Day28 Cytokines R2,7,20220929mouse7_OD_R_4_0_0000023_Structure_0001,https://drive.google.com/file/d/1SHSzmtiZnaOyQuuzCkZXoWzUNVEu7IrF/view?usp=share_link,,0.5,0.5,0,3,FALSE,FALSE,TRUE,FALSE,FALSE,0.5,0.5
1225,Day28 Cytokines R2,7,20220929mouse7_OD_R_4_0_0000023_Structure_0002,https://drive.google.com/file/d/1wbrBp8rnZEgxFlJkk0qTEZdT4TSG5h2c/view?usp=share_link,,0.5,0.5,0,3,FALSE,FALSE,TRUE,FALSE,FALSE,0.5,0.5
1226,Day28 Cytokines R2,7,20220929mouse7_OD_R_4_0_0000023_Structure_0003,https://drive.google.com/file/d/1hhdDoOux121Qi9HlT40LkVT1_Je9ZEai/view?usp=share_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1227,Day28 Cytokines R2,7,20220929mouse7_OD_R_4_0_0000023_Structure_0004,https://drive.google.com/file/d/1nUh5s2ULl5Z8Tc3HIo1NfQHjliOttoMG/view?usp=share_link,0.5,0.5,,0.5,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
1228,Day28 Cytokines R2,7,20220929mouse8_OD_R_2_0_0000023_Structure_0001,https://drive.google.com/file/d/1WoTTvpW7psupBNS-zwW5XV_169vDsYA3/view?usp=share_link,1,0,0.5,1,4,FALSE,FALSE,TRUE,FALSE,FALSE,1,1
1229,Day28 Cytokines R2,7,20220929mouse8_OD_R_2_0_0000023_Structure_0002,https://drive.google.com/file/d/1RsZ1QMXgClilKMcMTupU2ql5R47XBF9u/view?usp=share_link,1,0,0.5,1,4,FALSE,FALSE,TRUE,FALSE,FALSE,1,1
1230,Day28 Cytokines R2,7,20220929mouse8_OD_R_2_0_0000023_Structure_0003,https://drive.google.com/file/d/1hAmY1oGAoWnMnChrxVoi_dbIP4avlIX4/view?usp=share_link,,0.5,0.5,0.5,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
1231,Day28 Cytokines R2,7,20220929mouse8_OD_R_2_0_0000023_Structure_0004,https://drive.google.com/file/d/1EoH0iAIMUMq-fXtV9y6jGuTzKT1lSoU3/view?usp=share_link,,0.5,0.5,0.5,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
1232,Day28 Cytokines R2,7,20220929mouse8_OD_R_4_0_0000016_Structure_0001,https://drive.google.com/file/d/15slU9eakG5d4OoJz6zr9FGmfAJ4ziuTT/view?usp=share_link,1,0.5,0.5,0.5,4,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
1233,Day28 Cytokines R2,7,20220929mouse8_OD_R_4_0_0000016_Structure_0002,https://drive.google.com/file/d/1rcTDjDqI6DbbuP4OO_IudQK1HFTdMK8r/view?usp=share_link,2,0,0.5,2,4,FALSE,FALSE,TRUE,FALSE,FALSE,2,2
1234,Day28 Cytokines R2,7,20220929mouse8_OD_R_4_0_0000016_Structure_0003,https://drive.google.com/file/d/1x-TuV68RsOZiIZ0sWsPeIe-Ls4aVSibk/view?usp=share_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1235,Day28 Cytokines R2,7,20220929mouse8_OD_R_4_0_0000016_Structure_0004,https://drive.google.com/file/d/1zWlGXijcriAMgG3Go_jC8fZ2xSzxr5m7/view?usp=share_link,,0.5,0.5,2,3,FALSE,FALSE,TRUE,FALSE,FALSE,0.5,0.5
1236,Day28 Cytokines R2,7,20220929mouse9_OD_R_2_0_0000016_Structure_0001,https://drive.google.com/file/d/1Ln07M0rTvczgTK38tGt2NEILGNi2yo6K/view?usp=share_link,1,1,,1,3,FALSE,TRUE,TRUE,FALSE,FALSE,1,1
1237,Day28 Cytokines R2,7,20220929mouse9_OD_R_2_0_0000016_Structure_0002,https://drive.google.com/file/d/10pM4FtDf8kUhUUWI3Qtnok4I30AoRWUR/view?usp=share_link,0.5,0.5,0.5,0.5,4,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
1238,Day28 Cytokines R2,7,20220929mouse9_OD_R_2_0_0000016_Structure_0003,https://drive.google.com/file/d/1xBpMS7en87fG9EHT-j3ifQGCsgXC2nyW/view?usp=share_link,,0.5,0.5,0.5,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
1239,Day28 Cytokines R2,7,20220929mouse9_OD_R_2_0_0000016_Structure_0004,https://drive.google.com/file/d/1UQP-RpKd3a8mVVbkhVL5fhOfgVh056ds/view?usp=share_link,,3,1,3,3,FALSE,FALSE,TRUE,FALSE,FALSE,3,3
1240,Day28 Cytokines R2,7,20220929mouse9_OD_R_4_0_0000023_Structure_0001,https://drive.google.com/file/d/1TMAnlPt38gIOeKtY1E4-vkZUaMEKRqDI/view?usp=share_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1241,Day28 Cytokines R2,7,20220929mouse9_OD_R_4_0_0000023_Structure_0002,https://drive.google.com/file/d/1c2lXt9w5IHQJKLnNdS_TBy_6rw_qFyFa/view?usp=share_link,0,0.5,0,0.5,4,FALSE,FALSE,TRUE,TRUE,FALSE,0,0
1242,Day28 Cytokines R2,7,20220929mouse9_OD_R_4_0_0000023_Structure_0003,https://drive.google.com/file/d/1tFLO-eCmmO49WnmZaPLwpD7XcnnRP653/view?usp=share_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1243,Day28 Cytokines R2,7,20220929mouse9_OD_R_4_0_0000023_Structure_0004,https://drive.google.com/file/d/1PuTJAj-CqduM3izzD34CMWZkefHSD4wu/view?usp=share_link,,0,0,2,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1244,Day28 Cytokines R2,7,20220929mouse10_OD_R_2_0_0000023_Structure_0001,https://drive.google.com/file/d/123urcme3fqgj3LilUAnFl0MUgh525S0k/view?usp=share_link,1,0.5,0.5,0.5,4,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
1245,Day28 Cytokines R2,7,20220929mouse10_OD_R_2_0_0000023_Structure_0002,https://drive.google.com/file/d/1l8h-UYiaTPDjErk03ATrAoMB-dXji27Z/view?usp=share_link,0,0.5,,0.5,3,FALSE,FALSE,TRUE,FALSE,FALSE,0.5,0.5
1246,Day28 Cytokines R2,7,20220929mouse10_OD_R_2_0_0000023_Structure_0003,https://drive.google.com/file/d/1ywoaqYSCSAHdCRZOqODFS8uTExmMQkUa/view?usp=share_link,,1,1,1,3,FALSE,TRUE,TRUE,FALSE,FALSE,1,1
1247,Day28 Cytokines R2,7,20220929mouse10_OD_R_2_0_0000023_Structure_0004,https://drive.google.com/file/d/1KZF8-_mlK3MnnAAdBcs8_eo9l9wezTVS/view?usp=share_link,,3,2,3,3,FALSE,FALSE,TRUE,FALSE,FALSE,3,3
1248,Day28 Cytokines R2,7,20220929mouse10_OD_R_4_0_0000016_Structure_0001,https://drive.google.com/file/d/1_hh4xHwsJwg2WbuN9Cm7UHR7GHw4PpQO/view?usp=share_link,0.5,0.5,0.5,0.5,4,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
1249,Day28 Cytokines R2,7,20220929mouse10_OD_R_4_0_0000016_Structure_0002,https://drive.google.com/file/d/1AHS7o_T1flvS_d3B2Yz4uebFLQM-mih8/view?usp=share_link,0.5,0.5,0.5,0.5,4,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
1250,Day28 Cytokines R2,7,20220929mouse10_OD_R_4_0_0000016_Structure_0003,https://drive.google.com/file/d/1zIO8hMav6q11iovj7qfcXEDZ-M-9cEPu/view?usp=share_link,,2,2,2,3,FALSE,TRUE,TRUE,FALSE,FALSE,2,2
1251,Day28 Cytokines R2,7,20220929mouse10_OD_R_4_0_0000016_Structure_0004,https://drive.google.com/file/d/1tqp2Ryheo-BRVZHvW38cbiwd6lBT0-N3/view?usp=share_link,,0.5,0.5,2,3,FALSE,FALSE,TRUE,FALSE,FALSE,0.5,0.5
1252,Day28 Cytokines R2,27,20220929mouse1_OD_R_2_0_0000030_Structure_0001,https://drive.google.com/file/d/19Z8rWoh1zV8IKqYYbVx1pvBvbMy_mLi8/view?usp=share_link,1,2,1,1,4,FALSE,TRUE,TRUE,FALSE,FALSE,1,1
1253,Day28 Cytokines R2,27,20220929mouse1_OD_R_2_0_0000030_Structure_0002,https://drive.google.com/file/d/180ssUK3so23gQiKFTvwI1j4EpbQ_ew9d/view?usp=share_link,1,1,1,1,4,TRUE,TRUE,TRUE,FALSE,FALSE,1,1
1254,Day28 Cytokines R2,27,20220929mouse1_OD_R_2_0_0000030_Structure_0003,https://drive.google.com/file/d/1GOT2CJvCohXod1e-fVcDgRxntEFyXFms/view?usp=share_link,,1,1,1,3,FALSE,TRUE,TRUE,FALSE,FALSE,1,1
1255,Day28 Cytokines R2,27,20220929mouse1_OD_R_2_0_0000030_Structure_0004,https://drive.google.com/file/d/1YSDupTryfbZntR6iWwlYdKXy7HUC3Kmz/view?usp=share_link,,2,1,2,3,FALSE,FALSE,TRUE,FALSE,FALSE,2,2
1256,Day28 Cytokines R2,27,20220929mouse1_OD_R_4_0_0000037_Structure_0001,https://drive.google.com/file/d/1z5GMsWI_o3P7jVHTWKMRiW3SleyPD-XI/view?usp=share_link,0.5,0,0.5,2,4,FALSE,FALSE,TRUE,FALSE,FALSE,0.5,0.5
1257,Day28 Cytokines R2,27,20220929mouse1_OD_R_4_0_0000037_Structure_0002,https://drive.google.com/file/d/1eQBBJ65hFH8XmRQNf1uuYhdDMmdBYvXV/view?usp=share_link,0.5,0.5,1,2,4,FALSE,FALSE,TRUE,FALSE,FALSE,0.5,0.5
1258,Day28 Cytokines R2,27,20220929mouse1_OD_R_4_0_0000037_Structure_0003,https://drive.google.com/file/d/1xwU4lAAW8xZZM502VxW-kz6M1IaCdymk/view?usp=share_link,,2,2,2,3,FALSE,TRUE,TRUE,FALSE,FALSE,2,2
1259,Day28 Cytokines R2,27,20220929mouse1_OD_R_4_0_0000037_Structure_0004,https://drive.google.com/file/d/18LXIs0DtkJhbWpGF_jgwQJ01b0ffs_D1/view?usp=share_link,0.5,2,0.5,2,4,FALSE,FALSE,TRUE,TRUE,FALSE,0.5,0.5
1260,Day28 Cytokines R2,27,20220929mousse2_OD_R_2_0_0000037_Structure_0001,https://drive.google.com/file/d/1E1zx1UUsan80V42YHUSzGBtizIbWxk9z/view?usp=share_link,,0.5,0.5,0.5,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
1261,Day28 Cytokines R2,27,20220929mousse2_OD_R_2_0_0000037_Structure_0002,https://drive.google.com/file/d/19CfgtzHmiI0mKihtripZi7ufvCDc8QsC/view?usp=share_link,0.5,0.5,0.5,0.5,4,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
1262,Day28 Cytokines R2,27,20220929mousse2_OD_R_2_0_0000037_Structure_0003,https://drive.google.com/file/d/10IQ7GI5vYYeCokTBSj8l9X0QDtGHSOt6/view?usp=share_link,0,0.5,0.5,0.5,4,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
1263,Day28 Cytokines R2,27,20220929mousse2_OD_R_2_0_0000037_Structure_0004,https://drive.google.com/file/d/1jBy3KRtW2N6sHUI1o-2BqYPnPi1Mik5k/view?usp=share_link,,0.5,0.5,0.5,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
1264,Day28 Cytokines R2,27,20220929mousse2_OD_R_4_0_0000030_Structure_0001,https://drive.google.com/file/d/1iND7y0MD5SyVXCiWQyWBQqB5xee5CC-r/view?usp=share_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1265,Day28 Cytokines R2,27,20220929mousse2_OD_R_4_0_0000030_Structure_0002,https://drive.google.com/file/d/12Lmx1CSOrxYORSoku7Q27qXpE4PX9nY7/view?usp=share_link,0,0,0,0,4,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
1266,Day28 Cytokines R2,27,20220929mousse2_OD_R_4_0_0000030_Structure_0003,https://drive.google.com/file/d/1oKfLXoE-VQlUnx1_FEkHDLouvt3ttdn0/view?usp=share_link,0,0,,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1267,Day28 Cytokines R2,27,20220929mousse2_OD_R_4_0_0000030_Structure_0004,https://drive.google.com/file/d/1aFfGMmzTfbGTpC2HgfyUnDDAW9adc-ZJ/view?usp=share_link,0,0,0,0,4,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
1268,Day28 Cytokines R2,27,20220922mouse3_OD_R_2_0_0000030_Structure_0001,https://drive.google.com/file/d/1S7Ti4P6z1Jn1643ufi3qYS4WDWbxliHD/view?usp=share_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1269,Day28 Cytokines R2,27,20220922mouse3_OD_R_2_0_0000030_Structure_0002,https://drive.google.com/file/d/1G2MvveQvzzFZOnmI22Xe_JvvRF0zHsLy/view?usp=share_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1270,Day28 Cytokines R2,27,20220922mouse3_OD_R_2_0_0000030_Structure_0003,https://drive.google.com/file/d/1_N0qHF_eaVhOtTE9s42DYa_ErVGwhjpj/view?usp=share_link,0.5,0.5,0.5,0.5,4,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
1271,Day28 Cytokines R2,27,20220922mouse3_OD_R_2_0_0000030_Structure_0004,https://drive.google.com/file/d/1HSlheVV2T8YkFIGZ3uob0B9nokY0gu_p/view?usp=share_link,,0.5,0.5,0.5,3,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
1272,Day28 Cytokines R2,27,20220922mouse3_OD_R_4_0_0000037_Structure_0001,https://drive.google.com/file/d/1ykRLT2pCiSXlPBljYPDv1nxUIMgK2sGQ/view?usp=share_link,,0,0,0.5,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1273,Day28 Cytokines R2,27,20220922mouse3_OD_R_4_0_0000037_Structure_0002,https://drive.google.com/file/d/1CTTy3H6lYZuKnVwiR5FYIMTqFh-T4JF4/view?usp=share_link,0,0,0,0,4,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
1274,Day28 Cytokines R2,27,20220922mouse3_OD_R_4_0_0000037_Structure_0003,https://drive.google.com/file/d/1IZbA0ut7XaOMgQ8geuVDGVd6gDqIDjDV/view?usp=share_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1275,Day28 Cytokines R2,27,20220922mouse3_OD_R_4_0_0000037_Structure_0004,https://drive.google.com/file/d/1gaQDc_Y34JLtSDoMusHNWPkSxEcNLY1z/view?usp=share_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1276,Day28 Cytokines R2,27,20220929mouse4_OD_R_2_0_0000037_Structure_0001,https://drive.google.com/file/d/1aX-PE2WRj4uwvUCzDEaYOz4sz2I_yla6/view?usp=share_link,0.5,0.5,0.5,0.5,4,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
1277,Day28 Cytokines R2,27,20220929mouse4_OD_R_2_0_0000037_Structure_0002,https://drive.google.com/file/d/1a-6nC9YPGjAT78HYZO7125CqcIS4kiYG/view?usp=share_link,1,0.5,0.5,1,4,FALSE,FALSE,TRUE,TRUE,FALSE,1,1
1278,Day28 Cytokines R2,27,20220929mouse4_OD_R_2_0_0000037_Structure_0003,https://drive.google.com/file/d/1HDmltRkcvn_eW45rdqiOMnRMtmRLKcQm/view?usp=share_link,,1,1,1,3,FALSE,TRUE,TRUE,FALSE,FALSE,1,1
1279,Day28 Cytokines R2,27,20220929mouse4_OD_R_2_0_0000037_Structure_0004,https://drive.google.com/file/d/1qK5OL2JUVMnjxRT6Did3OevyjWnRNAwU/view?usp=share_link,,0.5,0.5,1,3,FALSE,FALSE,TRUE,FALSE,FALSE,0.5,0.5
1280,Day28 Cytokines R2,27,20220929mouse4_OD_R_4_0_0000030_Structure_0001,https://drive.google.com/file/d/19gxa7fdlf7UchQXB9kGH9xm4EGm9A08l/view?usp=share_link,0,0,0,0,4,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
1281,Day28 Cytokines R2,27,20220929mouse4_OD_R_4_0_0000030_Structure_0002,https://drive.google.com/file/d/1BzzlszcUsN1rckroGvOAU7_EzT58wTt1/view?usp=share_link,0,0,0,0,4,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
1282,Day28 Cytokines R2,27,20220929mouse4_OD_R_4_0_0000030_Structure_0003,https://drive.google.com/file/d/18iggHwc7hTanztOvP0nlPX_BPcsuYwLk/view?usp=share_link,0,0,0,0,4,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
1283,Day28 Cytokines R2,27,20220929mouse4_OD_R_4_0_0000030_Structure_0004,https://drive.google.com/file/d/1WHYkxD7dwM3GXsQAfbQVTVE3M4p5PO-k/view?usp=share_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1284,Day28 Cytokines R2,27,20220929mouse5_OD_R_2_0_0000030_Structure_0001,https://drive.google.com/file/d/13ZNjU5yVpoB9vQgBMa5Cy5N_W97UWtko/view?usp=share_link,0.5,0.5,0.5,0.5,4,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
1285,Day28 Cytokines R2,27,20220929mouse5_OD_R_2_0_0000030_Structure_0002,https://drive.google.com/file/d/1cnp-myM5BkJR5c6XJBF8IqQ78EofIVqD/view?usp=share_link,0,0,0,0,4,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
1286,Day28 Cytokines R2,27,20220929mouse5_OD_R_2_0_0000030_Structure_0003,https://drive.google.com/file/d/1tDDoOvWMXKWmDF4K738KlaD2gYAcP2Hm/view?usp=share_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1287,Day28 Cytokines R2,27,20220929mouse5_OD_R_2_0_0000030_Structure_0004,https://drive.google.com/file/d/1y7sWN4pZ8MN5uxItcv-q9A8Zt5ELTOuB/view?usp=share_link,,0,0,0.5,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1288,Day28 Cytokines R2,27,20220929mouse5_OD_R_4_0_0000037_Structure_0001,https://drive.google.com/file/d/1bfYTr2b5mC_n0qBgsMQs3I8I7BjReang/view?usp=share_link,0,0,0,0,4,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
1289,Day28 Cytokines R2,27,20220929mouse5_OD_R_4_0_0000037_Structure_0002,https://drive.google.com/file/d/1-HpciUqWHibQyfEvAz1oW0_a78hB7DBF/view?usp=share_link,0,0,0,0,4,TRUE,TRUE,TRUE,FALSE,FALSE,0,0
1290,Day28 Cytokines R2,27,20220929mouse5_OD_R_4_0_0000037_Structure_0003,https://drive.google.com/file/d/1KEyxR0DLEsiWrYtKadrr7MixHAwouqsc/view?usp=share_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1291,Day28 Cytokines R2,27,20220929mouse5_OD_R_4_0_0000037_Structure_0004,https://drive.google.com/file/d/1w5YVVKnY2DGd0o6FI6UNOe24GcLveJaL/view?usp=share_link,,0,0,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1292,Day28 Cytokines R2,27,20220929mouse6_OD_R_2_0_0000037_Structure_0001,https://drive.google.com/file/d/1cfZrrvVz4c_xMd_X9MyoW3KvvMy6USVG/view?usp=share_link,0.5,0.5,0.5,0.5,4,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
1293,Day28 Cytokines R2,27,20220929mouse6_OD_R_2_0_0000037_Structure_0002,https://drive.google.com/file/d/1AyzDXO-81Yb41i20YqJYTrrof89qKO9M/view?usp=share_link,0.5,0.5,0.5,0.5,4,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
1294,Day28 Cytokines R2,27,20220929mouse6_OD_R_2_0_0000037_Structure_0003,https://drive.google.com/file/d/1BKuk0vB2h_uIGxXKgUQR4lJng0Q-yxQK/view?usp=share_link,0.5,1,1,,3,FALSE,FALSE,TRUE,FALSE,FALSE,1,1
1295,Day28 Cytokines R2,27,20220929mouse6_OD_R_2_0_0000037_Structure_0004,https://drive.google.com/file/d/1_VITXl4UCgdezLqztmhwvmx_pBzP58P7/view?usp=share_link,0.5,0.5,0.5,0.5,4,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
1296,Day28 Cytokines R2,27,20220929mouse6_OD_R_4_0_0000030_Structure_0001,https://drive.google.com/file/d/11lZ29pglosD3MZbjguQhTLPJQ7KpWcJa/view?usp=share_link,1,0.5,0.5,0.5,4,FALSE,TRUE,TRUE,FALSE,FALSE,0.5,0.5
1297,Day28 Cytokines R2,27,20220929mouse6_OD_R_4_0_0000030_Structure_0002,https://drive.google.com/file/d/1MEib-dPdXWM3xOSODZAE4Cb8RsvIsc09/view?usp=share_link,0,0,,0,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1298,Day28 Cytokines R2,27,20220929mouse6_OD_R_4_0_0000030_Structure_0003,https://drive.google.com/file/d/1u8aOtQWJjeij4HMVxcole9T-74U1r3NH/view?usp=share_link,,2,0.5,2,3,FALSE,FALSE,TRUE,FALSE,FALSE,2,2
1299,Day28 Cytokines R2,27,20220929mouse6_OD_R_4_0_0000030_Structure_0004,https://drive.google.com/file/d/1HqBsiFWSwOvJW5wR14s40hRxQeioSbtK/view?usp=share_link,,0,0,2,3,FALSE,TRUE,TRUE,FALSE,FALSE,0,0
1300,Day28 Cytokines R2,27,20220929mouse7_OD_R_2_0_0000030_Structure_0001,https://drive.google.com/file/d/1tOeBRP380l2Er69dREWE7c7in3Kyywlh/view?usp=share_link,,2,1,2,3,FALSE,FALSE,TRUE,FALSE,FALSE,2,2
1301,Day28 Cytokines R2,27,20220929mouse7_OD_R_2_0_0000030_Structure_0002,https://drive.google.com/file/d/1lH1Rx6T_bVWStKvmxggNv5xnyaQiueNt/view?usp=share_link,2,2,,2,3,FALSE,TRUE,TRUE,FALSE,FALSE,2,2
1302,Day28 Cytokines R2,27,20220929mouse7_OD_R_2_0_0000030_Structure_0003,https://drive.google.com/file/d/1YCNXaKW82UEc2FjJY4p2qdTX-lw4kmVx/view?usp=share_link,,3,2,3,3,FALSE,FALSE,TRUE,FALSE,FALSE,3,3
1303,Day28 Cytokines R2,27,20220929mouse7_OD_R_2_0_0000030_Structure_0004,https://drive.google.com/file/d/1A9mXONAb6MMnHY6bHhfyMkMRcu9D_VTh/view?usp=share_link,1,2,1,2,4,FALSE,FALSE,TRUE,TRUE,FALSE,1,1
1304,Day28 Cytokines R2,27,20220929mouse7_OD_R_4_0_0000037_Structure_0001,https://drive.google.com/file/d/1MpiLBkWVKBDgGetMf4gJpvto1rkJxgOM/view?usp=share_link,1,0.5,,1,3,FALSE,FALSE,TRUE,FALSE,FALSE,1,1
